score,model,setup,experiment,pattern,task_id,prediction,ground_truth
3,qwen3-32B-nonreasoning,C,E3-M,P1,exp3-P1-fold1,"A pattern where the count of patent families for a specific category or technology exhibits a sharp increase over a defined period, characterized by a high compound annual growth rate (CAGR) or average annual growth rate (AAGR), and potentially surpassing or outpacing other categories.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E3-T,P1,exp3-P1-fold1,"Patent families for a specific category or technology demonstrate a sharp increase in count over a defined period, marked by a high compound annual growth rate (CAGR) or average annual growth rate (AAGR), and may surpass or outpace other categories in growth.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
3,qwen3-32B-nonreasoning,C,E3-M,P1,exp3-P1-fold3,"A pattern where the count of a specific type of patent family increases significantly over time, often with a sharp surge or high average annual growth rate, followed by a potential slowdown or decline in later years.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
4,qwen3-32B-nonreasoning,C,E3-T,P1,exp3-P1-fold3,"A pattern where patent activity for a specific type of GenAI technology experiences a period of rapid growth, often marked by high annual increases or average growth rates, followed by a potential decline or slower growth in more recent years.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
2,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E6,"Between 2012 and 2022, there were 2,027 active patent families describing the use of titanium dioxide and titanium in ceramics (Figure 24). Patent activity shows a growing interest in ceramics as an industrial application of titanium since 2016, with a CAGR of +15 percent between 2014 and 2019.","Reference E.text: Between 2012 and 2022, there were 2,027 active patent families describing the use of titanium dioxide and titanium in ceramics (Figure 24). Patent activity shows a growing interest in ceramics as an industrial application of titanium since 2016, with a CAGR of +15 percent between 2014 and 2019."
0,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E5,"The number of distinct diffusion model patent families increases significantly over time, with a sharp rise in 2023.","Reference E.text: Primary excerpt: In contrast, diffusion models and LLMs show much higher growth rates over the last three years, with the number of patent families for diffusion models increasing from 18 in 2020 to 441 in 2023 and for LLMs increasing from 53 in 2020 to 881 in 2023. Turning-point excerpt: Although patent publications in GANs dominated up to 2020, it has slowed down since and patent publications in diffusion models have grown tremendously since 2021. Note: P1-E1 and P1-E5 are entity-specific projections of the same turning-point source passage."
3,qwen3-32B-nonreasoning,C,E3-M,P1,exp3-P1-fold3,"A pattern where the count of a specific type of patent family increases sharply over time, often with an average annual growth rate of around 45%, and may be followed by a slowdown or decline in growth after a peak.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E3-T,P1,exp3-P1-fold3,"The pattern describes a trend in which a specific category of patent families experiences a sharp increase in count over time, often with an average annual growth rate of around 45%. This growth may be followed by a slowdown or even a decline after reaching a peak, and the trend is typically associated with technological advancements or paradigm shifts in the field.","Canonical T: A trajectory shift pattern is a temporal pattern in which an entity changes its direction, speed, or status after a specific time or event. The entity may shift from slow growth to rapid growth, growth to stagnation, growth to decline, decline to recovery, dominance to slowdown, niche activity to momentum, or one technological pathway to another. The pattern requires an explicit before/after structure or a stated turning point; a simple statement that something is growing, declining, dominant, or important is not sufficient."
2,qwen3-32B-nonreasoning,C,E2,P1,exp2-P1-E6,"Between 2012 and 2022, there were 2,027 active patent families describing the use of titanium dioxide and titanium in ceramics (Figure 24). Patent activity shows a growing interest in ceramics as an industrial application of titanium since 2016, with a CAGR of +15 percent between 2014 and 2019.","Reference E.text: Between 2012 and 2022, there were 2,027 active patent families describing the use of titanium dioxide and titanium in ceramics (Figure 24). Patent activity shows a growing interest in ceramics as an industrial application of titanium since 2016, with a CAGR of +15 percent between 2014 and 2019."
0,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-decarbonizing,"Decarbonization technologies have gained significant importance within the heavy-duty road transport innovation landscape. Since 2000, the share of patents related to decarbonization technologies has increased from around 7% of all heavy-duty road transport patents to approximately 20% in 2024, reflecting a clear shift in research priorities.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
3,qwen3-32B-nonreasoning,C,E1,P1,exp1-P1-decarbonizing,"The number of published patent families in the field of low-emission energy sources for heavy-duty road vehicles increased from fewer than 380 annually to almost 4,800.","Canonical M: Let e be an entity and let m be an attribute defined over time. Let v(e, m, t) denote the value or state of entity e with respect to attribute m at time t. A trajectory shift pattern holds when there exists a time or event τ such that the behavior of v(e, m, t) differs before and after τ. Let g_pre denote the trend of v(e, m, t) before τ, and let g_post denote the trend of v(e, m, t) after τ. A trajectory shift holds when: g_pre ≠ g_post or more strongly, |g_post - g_pre| > ε, where ε is a threshold for meaningful change."
